都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,USER_通し番号,USER_施設名称,USER_棟名,USER_建物用途,区,USER_住所,USER_Field9,USER_静岡県浜松市,経度,緯度,階数,3階×ｍ,収容人数(0.7*0.7)指数o.8,USER_避難場所,USER_面積___,USER_公共民間,USER_建物の構造,USER_建築年,USER_x,USER_y
221309,440,静岡県,浜松市,276,インテグラD,,集合住宅,中央区,小沢渡町1215-2,中央区小沢渡町1215-2,静岡県浜松市中央区小沢渡町1215-2,137.6803622,34.68499829,3階,6ｍ,0人,屋上,,民間,RC,2018,15326472.24,4121153.988
221309,442,静岡県,浜松市,279,吉川建設社員寮,,集合住宅,中央区,白羽町2589-5,中央区白羽町2589-5,静岡県浜松市中央区白羽町2589-5,137.726665,34.666281,3階,6ｍ,122人,屋上,86,民間,RC,2019,15331662.22,4118622.038
221309,441,静岡県,浜松市,278,アルファ,,集合住宅,中央区,小沢渡町1266-1,中央区小沢渡町1266-1,静岡県浜松市中央区小沢渡町1266-1,137.6792415,34.68589534,3階,6ｍ,18人,3階通路,13,民間,RC,2010,15326383.06,4121277.081
221309,444,静岡県,浜松市,,五島地区津波避難マウンド,,避難施設,中央区,西島町510,中央区西島町510,静岡県浜松市中央区西島町510,137.7707085,34.66681281,4階,9ｍ,"1,422人",,1000,公共マウンド,土,2014,15336565.12,4118694.017
221309,443,静岡県,浜松市,,遠州灘海浜公園津波避難マウンド,,避難施設,中央区,中田島町1313,中央区中田島町1313,静岡県浜松市中央区中田島町1313,137.7442968,34.66548476,4階,9ｍ,"1,422人",,1000,公共マウンド,土,2014,15333624.98,4118514.27
221309,445,静岡県,浜松市,,弁天島公園津波避難マウンド,,避難施設,中央区,舞阪町弁天島3064-1,中央区舞阪町弁天島3064-1,静岡県浜松市中央区舞阪町弁天島3064-1,137.595185,34.695093,8.7階,23.1ｍ,"1,138人",,800,公共マウンド,土,2016,15317025.93,4122522.314
221309,446,静岡県,浜松市,,砂町津波避難タワー,,避難施設,中央区,舞阪町舞阪2668-201,中央区舞阪町舞阪2668-201,静岡県浜松市中央区舞阪町舞阪2668-201,137.6099087,34.67987047,4階,9ｍ,213人,,150,公共タワー,S,2013,15318664.96,4120461.474
221309,447,静岡県,浜松市,,弁天島津波避難タワー,,避難施設,中央区,舞阪町弁天島3212-10,中央区舞阪町弁天島3212-10,静岡県浜松市中央区舞阪町弁天島3212-10,137.6026976,34.69570036,4階,9ｍ,213人,,150,公共タワー,S,2013,15317862.23,4122604.547
221309,449,静岡県,浜松市,,新町津波避難タワー,,避難施設,中央区,舞阪町浜田27,中央区舞阪町浜田27,静岡県浜松市中央区舞阪町浜田27,137.6142579,34.68318888,4階,9ｍ,149人,,105,公共タワー,S,2013,15319149.12,4120910.691
221309,448,静岡県,浜松市,,西町津波避難タワー,,避難施設,中央区,舞阪町舞阪2100,中央区舞阪町舞阪2100,静岡県浜松市中央区舞阪町舞阪2100,137.6087862,34.68494673,4階,9ｍ,149人,,105,公共タワー,S,2013,15318540.01,4121148.661
221309,451,静岡県,浜松市,,本町浜公園津波避難タワー,,避難施設,中央区,法枝町1280-10,中央区法枝町1280-10,静岡県浜松市中央区法枝町1280-10,137.7158815,34.66766434,4階,9ｍ,213人,,150,公共タワー,S,2013,15330461.8,4118809.27
221309,452,静岡県,浜松市,,三新町津波避難タワー,,避難施設,中央区,三新町43-1,中央区三新町43-1,静岡県浜松市中央区三新町43-1,137.7837226,34.66796656,4階,9ｍ,213人,,150,公共タワー,S,2013,15338013.84,4118850.175
221309,450,静岡県,浜松市,,長池津波避難タワー,,避難施設,中央区,舞阪町舞阪5464,中央区舞阪町舞阪5464,静岡県浜松市中央区舞阪町舞阪5464,137.6254159,34.68439754,4階,9ｍ,145人,,102,公共タワー,S,2013,15320391.22,4121074.313
221309,453,静岡県,浜松市,,仲町津波避難タワー,,避難施設,中央区,舞阪町長十新田300-7,中央区舞阪町長十新田300-7,静岡県浜松市中央区舞阪町長十新田300-7,137.6215053,34.6811465,4階,9ｍ,213人,,150,公共タワー,S,2014,15319955.89,4120634.209
221309,454,静岡県,浜松市,,馬郡町津波避難タワー,,避難施設,中央区,馬郡町5336,中央区馬郡町5336,静岡県浜松市中央区馬郡町5336,137.6403987,34.6851783,4階,9ｍ,213人,,150,公共タワー,S,2014,15322059.1,4121180.01
